Analysis Time,Product Name,Product Code,Sample Type,Sample Number,Sample Comment,Instrument Name,Instrument Serial Number,Moisture,Global H Moisture,Neighbourhood H Moisture,Protein,Global H Protein,Neighbourhood H Protein,Fat,Global H Fat,Neighbourhood H Fat,SFA,Global H SFA,Neighbourhood H SFA,t-statistics SFA,Carbs,Collagen,Global H Collagen,Neighbourhood H Collagen,t-statistics Collagen,Salt,Global H Salt,Neighbourhood H Salt,t-statistics Salt,Salt Na,Global H Salt Na,Neighbourhood H Salt Na,Water activity,Global H Water activity,Neighbourhood H Water activity,Ash,Global H Ash,Neighbourhood H Ash,L,a,b,Energy kJ_100g,Energy_kcal_100g
9/13/2022 9:38:59 AM,5-4. Duck (Medium cup),,Normal,B2-3-1110913,,FoodScan 2,91880802,74.27,0.73,0.07,23.18,0.76,0.08,1.95,0.66,0.06,0.99,1.2,0.15,-1.05,0,1.3,1.11,0.02,-0.66,0.61,2.14,0.39,-0.99,-0.83,30.01,19.34,1,5.65,3.39,2.38,0.5,0.08,40.1,17.5,11.8,466,110
9/13/2022 9:43:56 AM,5-4. Duck (Medium cup),,Normal,B3-1-1110913,,FoodScan 2,91880802,75.46,0.66,0.06,22.4,0.68,0.08,2.1,0.6,0.06,1.1,1.02,0.11,-1.02,0,1.19,1.09,0.01,-0.75,0.66,2.01,0.32,-0.95,-0.77,29.04,18.48,1,5.37,3.12,2.36,0.45,0.07,41.6,18.6,12.5,459,109
9/13/2022 9:44:24 AM,5-4. Duck (Medium cup),,Normal,B3-2-1110913,,FoodScan 2,91880802,75.45,0.66,0.06,22.39,0.68,0.08,2.12,0.6,0.06,1.11,1.02,0.11,-1.02,0,1.21,1.1,0.01,-0.74,0.66,2.02,0.33,-0.95,-0.77,29.41,18.85,1,5.42,3.13,2.39,0.45,0.07,41.4,18.4,12.4,459,109
9/13/2022 9:44:55 AM,5-4. Duck (Medium cup),,Normal,B3-3-1110913,,FoodScan 2,91880802,75.42,0.66,0.06,22.47,0.68,0.08,2.12,0.6,0.06,1.1,1.02,0.11,-1.02,0,1.19,1.1,0.02,-0.76,0.72,2.01,0.33,-0.91,-0.79,29.48,18.95,1,5.41,3.1,2.49,0.45,0.07,41.3,18.5,12.5,461,109
9/13/2022 9:52:35 AM,5-4. Duck (Medium cup),,Normal,C2-1-1110913,,FoodScan 2,91880802,74.46,0.63,0.07,23.87,0.68,0.08,1.69,0.58,0.06,1.03,1.3,0.13,-1.04,0,1.23,0.95,0.02,-0.72,0.73,1.96,0.41,-0.9,-0.49,19.99,12.94,1,3.65,2.62,2.21,0.43,0.09,42.6,17.8,13.1,468,111
9/13/2022 9:53:01 AM,5-4. Duck (Medium cup),,Normal,C2-2-1110913,,FoodScan 2,91880802,74.37,0.63,0.07,23.93,0.68,0.07,1.72,0.58,0.06,1.02,1.3,0.13,-1.04,0,1.19,0.95,0.01,-0.75,0.76,1.97,0.41,-0.88,-0.52,20.05,13.07,1,3.65,2.61,2.2,0.44,0.09,42.6,17.7,13.1,471,111
9/13/2022 9:53:25 AM,5-4. Duck (Medium cup),,Normal,C2-3-1110913,,FoodScan 2,91880802,74.46,0.63,0.07,23.93,0.68,0.07,1.72,0.58,0.06,1.03,1.29,0.13,-1.04,0,1.25,0.95,0.01,-0.7,0.76,1.96,0.41,-0.87,-0.52,20.07,13.12,1,3.65,2.6,2.18,0.44,0.09,42.4,17.6,13,470,111
9/13/2022 9:59:44 AM,5-4. Duck (Medium cup),,Normal,C3-1-1110913,,FoodScan 2,91880802,75.5,0.66,0.08,23.1,0.73,0.09,1.81,0.61,0.08,1,1.41,0.09,-1.05,0,1.19,0.97,0.01,-0.76,1.03,2.18,0.38,-0.66,-0.77,24.37,15,1,4.73,3.08,1.8,0.47,0.08,40.4,19.4,12.8,460,109
9/13/2022 10:00:11 AM,5-4. Duck (Medium cup),,Normal,C3-2-1110913,,FoodScan 2,91880802,75.43,0.67,0.08,23.06,0.74,0.09,1.8,0.61,0.08,1,1.42,0.09,-1.05,0,1.15,0.98,0.01,-0.79,0.95,2.19,0.39,-0.72,-0.77,24.63,15.27,1,4.75,3.07,1.77,0.47,0.08,40.3,19.2,12.7,458,108
9/13/2022 10:00:38 AM,5-4. Duck (Medium cup),,Normal,C3-3-1110913,,FoodScan 2,91880802,75.42,0.66,0.08,23.04,0.73,0.09,1.81,0.61,0.08,1.02,1.41,0.09,-1.04,0,1.15,0.97,0.01,-0.79,0.95,2.18,0.39,-0.72,-0.72,24.32,15.06,1,4.67,3.01,1.78,0.47,0.08,40.2,19.1,12.6,459,108
9/13/2022 10:07:20 AM,5-4. Duck (Medium cup),,Normal,D2-1-1110913,,FoodScan 2,91880802,74,1,0.04,23.01,1.03,0.06,2.46,0.9,0.04,1.11,1.25,0.14,-1.02,0,1.17,1.47,0.03,-0.77,0.58,2.7,0.22,-1.02,-1.16,38.7,26.36,1,7.43,4.36,2.88,0.67,0.08,40.4,18.6,12,482,114
9/13/2022 10:07:46 AM,5-4. Duck (Medium cup),,Normal,D2-2-1110913,,FoodScan 2,91880802,73.94,1,0.04,23,1.03,0.06,2.49,0.9,0.04,1.11,1.26,0.14,-1.02,0,1.16,1.49,0.02,-0.78,0.53,2.7,0.22,-1.06,-1.16,39.55,27.15,1,7.58,4.44,2.93,0.68,0.08,40,18.7,12.1,483,114
9/13/2022 10:08:13 AM,5-4. Duck (Medium cup),,Normal,D2-3-1110913,,FoodScan 2,91880802,74.04,1,0.04,22.94,1.03,0.06,2.47,0.9,0.04,1.11,1.26,0.14,-1.02,0,1.17,1.48,0.03,-0.77,0.54,2.69,0.22,-1.05,-1.18,39.32,26.98,1,7.53,4.4,2.78,0.68,0.08,39.6,18.8,12.2,481,114
9/13/2022 10:14:43 AM,5-4. Duck (Medium cup),,Normal,D3-1-1110913,,FoodScan 2,91880802,73.8,1.05,0.07,22.5,1.1,0.07,2.49,0.95,0.06,1.08,1.84,0.14,-1.03,0,1.32,1.69,0,-0.64,0.55,2.87,0.19,-1.04,-1.1,43.78,31.4,0.99,8.11,4.45,2.5,0.82,0.12,39,17.2,11.1,475,112
9/13/2022 10:15:08 AM,5-4. Duck (Medium cup),,Normal,D3-2-1110913,,FoodScan 2,91880802,73.87,1.05,0.07,22.53,1.1,0.07,2.48,0.95,0.06,1.08,1.84,0.14,-1.03,0,1.3,1.7,0,-0.66,0.54,2.87,0.19,-1.05,-1.09,43.96,31.57,0.99,8.13,4.43,2.56,0.82,0.13,39,17.1,11.1,475,112
9/13/2022 10:15:34 AM,5-4. Duck (Medium cup),,Normal,D3-3-1110913,,FoodScan 2,91880802,73.78,1.04,0.06,22.53,1.1,0.07,2.46,0.95,0.06,1.08,1.84,0.15,-1.03,0,1.29,1.7,0,-0.66,0.48,2.87,0.19,-1.1,-1.1,43.78,31.46,0.99,8.09,4.4,2.48,0.82,0.13,39.6,16.8,10.8,474,112
9/13/2022 10:22:57 AM,5-4. Duck (Medium cup),,Normal,E2-1-1110913,,FoodScan 2,91880802,75.49,0.41,0.06,24.38,0.42,0.06,2,0.36,0.06,0.94,0.78,0.08,-1.06,0,1.24,0.54,0.02,-0.71,0.78,1.38,0.18,-0.86,-0.75,18.4,9.38,1,4.47,2.58,1.59,0.28,0.11,45.9,18.5,13.8,488,115
9/13/2022 10:23:24 AM,5-4. Duck (Medium cup),,Normal,E2-2-1110913,,FoodScan 2,91880802,75.54,0.41,0.06,24.31,0.42,0.06,2.01,0.37,0.06,0.92,0.78,0.08,-1.07,0,1.29,0.54,0.01,-0.67,0.69,1.38,0.19,-0.94,-0.76,18.53,9.54,1,4.45,2.61,1.52,0.28,0.11,46.1,18.4,13.6,488,115
9/13/2022 10:23:49 AM,5-4. Duck (Medium cup),,Normal,E2-3-1110913,,FoodScan 2,91880802,75.53,0.42,0.06,24.37,0.42,0.06,2.03,0.37,0.06,0.94,0.79,0.08,-1.06,0,1.26,0.54,0.01,-0.7,0.77,1.38,0.19,-0.87,-0.79,18.76,9.77,1,4.46,2.65,1.58,0.29,0.11,45.9,18.4,13.7,490,116
9/13/2022 10:29:37 AM,5-4. Duck (Medium cup),,Normal,E3-1-1110913,,FoodScan 2,91880802,74.84,1.05,0.04,22.42,1.1,0.05,2.31,0.95,0.04,1.01,1.54,0.14,-1.04,0,1.1,1.58,0.01,-0.83,0.74,2.91,0.19,-0.89,-1.35,46.47,32.92,1,8.89,5.14,2.52,0.74,0.08,35.7,18.8,10.8,467,110
9/13/2022 10:30:05 AM,5-4. Duck (Medium cup),,Normal,E3-2-1110913,,FoodScan 2,91880802,74.82,1.06,0.04,22.37,1.1,0.05,2.31,0.96,0.04,1.03,1.55,0.15,-1.04,0,1.07,1.6,0.01,-0.86,0.62,2.93,0.18,-0.99,-1.39,47.2,33.61,1,9.02,5.21,2.51,0.75,0.08,35.9,18.5,10.5,466,110
9/13/2022 10:30:30 AM,5-4. Duck (Medium cup),,Normal,E3-3-1110913,,FoodScan 2,91880802,74.72,1.07,0.04,22.33,1.11,0.05,2.34,0.96,0.04,1.02,1.56,0.15,-1.04,0,1.08,1.61,0.01,-0.85,0.65,2.94,0.17,-0.97,-1.39,48.07,34.44,1,9.16,5.27,2.53,0.75,0.08,35.9,18.5,10.4,466,110
9/20/2022 9:30:09 AM,5-4. Duck (Medium cup),,Normal,1110920-A2-1,,FoodScan 2,91880802,75.18,0.45,0.04,23.87,0.48,0.04,1.8,0.42,0.04,0.98,1.23,0.08,-1.05,0,1.22,0.72,0.02,-0.72,0.51,1.53,0.35,-1.08,-0.42,19.04,12.14,1,3.39,2.36,1.6,0.37,0.11,43,17,12.8,472,112
9/20/2022 9:30:38 AM,5-4. Duck (Medium cup),,Normal,1110920-A2-2,,FoodScan 2,91880802,75.15,0.46,0.04,23.85,0.49,0.04,1.8,0.42,0.04,0.98,1.24,0.08,-1.05,0,1.22,0.73,0.02,-0.73,0.54,1.54,0.36,-1.05,-0.45,19.34,12.44,1,3.43,2.35,1.6,0.38,0.11,42.7,17,12.8,472,112
9/20/2022 9:31:01 AM,5-4. Duck (Medium cup),,Normal,1110920-A2-3,,FoodScan 2,91880802,75.2,0.46,0.04,23.8,0.49,0.04,1.81,0.42,0.03,0.98,1.25,0.08,-1.05,0,1.22,0.73,0.02,-0.73,0.57,1.55,0.36,-1.03,-0.45,19.55,12.7,1,3.45,2.34,1.57,0.38,0.11,42.9,16.9,12.7,472,112
9/20/2022 9:35:55 AM,5-4. Duck (Medium cup),,Normal,1110920-A3-1,,FoodScan 2,91880802,75.25,0.46,0.06,23.93,0.5,0.06,1.59,0.43,0.05,0.92,1.32,0.1,-1.07,0,1.28,0.74,0.03,-0.68,0.61,1.56,0.34,-1,-0.4,17.62,10.82,1,3.25,2.45,1.68,0.36,0.12,43.3,17.2,13.7,466,110
9/20/2022 9:36:20 AM,5-4. Duck (Medium cup),,Normal,1110920-A3-2,,FoodScan 2,91880802,75.14,0.46,0.05,23.88,0.5,0.06,1.6,0.43,0.05,0.93,1.33,0.1,-1.07,0,1.24,0.75,0.03,-0.71,0.55,1.57,0.35,-1.04,-0.43,17.95,11.12,1,3.3,2.44,1.63,0.37,0.12,43.6,16.8,13.5,465,110
9/20/2022 9:36:46 AM,5-4. Duck (Medium cup),,Normal,1110920-A3-3,,FoodScan 2,91880802,75.18,0.46,0.05,23.91,0.5,0.06,1.59,0.43,0.05,0.92,1.33,0.1,-1.07,0,1.29,0.75,0.03,-0.67,0.57,1.57,0.35,-1.03,-0.43,18,11.2,1,3.29,2.43,1.64,0.37,0.12,43.3,16.8,13.5,465,110
9/20/2022 9:42:52 AM,5-4. Duck (Medium cup),,Normal,1110920-B2-1,,FoodScan 2,91880802,75.22,0.6,0.06,24.9,0.66,0.07,1.57,0.55,0.06,0.85,1.4,0.09,-1.09,0,1.11,0.78,0.02,-0.82,0.93,1.96,0.37,-0.74,-0.86,23.88,15.12,1,4.75,3.32,1.46,0.45,0.08,43.7,18.1,12.3,482,114
9/20/2022 9:43:16 AM,5-4. Duck (Medium cup),,Normal,1110920-B2-2,,FoodScan 2,91880802,75.32,0.6,0.06,24.9,0.67,0.06,1.55,0.55,0.06,0.83,1.41,0.09,-1.09,0,1.11,0.79,0.02,-0.82,0.93,1.97,0.38,-0.74,-0.88,24.42,15.61,1,4.82,3.32,1.5,0.46,0.08,43.6,17.9,12.1,481,114
9/20/2022 9:43:41 AM,5-4. Duck (Medium cup),,Normal,1110920-B2-3,,FoodScan 2,91880802,75.29,0.61,0.06,24.87,0.67,0.06,1.61,0.55,0.06,0.83,1.42,0.09,-1.09,0,1.08,0.8,0.02,-0.85,0.96,1.98,0.39,-0.72,-0.89,25,16.15,1,4.9,3.33,1.45,0.46,0.09,43.8,17.7,11.9,482,114
9/20/2022 9:50:02 AM,5-4. Duck (Medium cup),,Normal,1110920-B3-1,,FoodScan 2,91880802,76.37,0.31,0.04,23.87,0.32,0.02,1.65,0.3,0.04,0.96,0.87,0.08,-1.06,0,0.97,0.45,0.02,-0.95,0.27,1.06,0.18,-1.27,-0.01,9.88,5.5,1,1.99,1.52,1.42,0.26,0.07,47,18.8,15.3,467,110
9/20/2022 9:50:32 AM,5-4. Duck (Medium cup),,Normal,1110920-B3-2,,FoodScan 2,91880802,76.32,0.31,0.04,23.88,0.32,0.02,1.66,0.3,0.04,0.96,0.88,0.08,-1.06,0,1,0.46,0.02,-0.93,0.2,1.07,0.18,-1.33,-0.03,10.02,5.67,1,2,1.54,1.41,0.26,0.07,46.8,18.9,15.5,467,110
9/20/2022 9:51:02 AM,5-4. Duck (Medium cup),,Normal,1110920-B3-3,,FoodScan 2,91880802,76.33,0.31,0.04,23.83,0.33,0.02,1.64,0.3,0.04,0.96,0.88,0.08,-1.06,0,1,0.46,0.02,-0.93,0.19,1.07,0.18,-1.33,-0.03,10,5.69,1,1.98,1.52,1.4,0.26,0.07,46.7,19.1,15.5,466,110
9/20/2022 9:57:50 AM,5-4. Duck (Medium cup),,Normal,1110920-C2-1,,FoodScan 2,91880802,74.43,0.67,0.08,23.39,0.7,0.09,2.12,0.6,0.09,0.99,1.44,0.16,-1.05,0,1.36,1.09,0.03,-0.6,0.68,2.03,0.43,-0.94,-0.86,30.39,20.18,1,5.63,3.3,2.05,0.51,0.08,43.7,17.5,13.4,476,113
9/20/2022 9:58:17 AM,5-4. Duck (Medium cup),,Normal,1110920-C2-2,,FoodScan 2,91880802,74.37,0.66,0.08,23.39,0.69,0.09,2.14,0.6,0.09,0.99,1.43,0.16,-1.05,0,1.34,1.09,0.03,-0.62,0.65,2.02,0.43,-0.96,-0.86,30.29,20.18,1,5.59,3.26,1.96,0.51,0.08,43.6,17.2,13.2,477,113
9/20/2022 9:58:45 AM,5-4. Duck (Medium cup),,Normal,1110920-C2-3,,FoodScan 2,91880802,74.41,0.67,0.08,23.37,0.7,0.09,2.11,0.6,0.09,1,1.44,0.16,-1.05,0,1.36,1.1,0.03,-0.6,0.62,2.03,0.44,-0.99,-0.87,31.03,20.83,1,5.69,3.28,2.13,0.52,0.08,43.3,17.1,13.1,475,112
9/20/2022 10:03:19 AM,5-4. Duck (Medium cup),,Normal,1110920-C3-1,,FoodScan 2,91880802,74.39,1.2,0.09,22.97,1.23,0.1,2.17,1.09,0.09,0.94,1.83,0.13,-1.06,0,1.19,1.87,0,-0.76,0.46,3.07,0.15,-1.12,-1.42,50.61,36.9,1,9.81,5.74,2.91,0.9,0.14,41.4,18.3,11.9,471,111
9/20/2022 10:03:44 AM,5-4. Duck (Medium cup),,Normal,1110920-C3-2,,FoodScan 2,91880802,74.4,1.2,0.09,22.9,1.24,0.1,2.21,1.09,0.08,0.95,1.84,0.13,-1.06,0,1.17,1.88,0,-0.77,0.41,3.07,0.14,-1.16,-1.41,50.78,37.13,1,9.85,5.76,2.89,0.91,0.14,40.8,18.1,11.8,471,111
9/20/2022 10:04:08 AM,5-4. Duck (Medium cup),,Normal,1110920-C3-3,,FoodScan 2,91880802,74.35,1.2,0.09,22.95,1.24,0.1,2.22,1.09,0.08,0.95,1.84,0.13,-1.06,0,1.17,1.89,0,-0.77,0.47,3.08,0.14,-1.11,-1.42,51.13,37.47,1,9.9,5.78,2.94,0.91,0.14,40.3,18.1,11.8,472,112
9/20/2022 10:09:35 AM,5-4. Duck (Medium cup),,Normal,1110920-D2-1,,FoodScan 2,91880802,75.75,0.91,0.05,23.42,0.93,0.07,1.66,0.8,0.05,0.77,1.32,0.12,-1.11,0,1.07,1.27,0.04,-0.86,0.83,2.56,0.31,-0.82,-1.48,42.85,29.26,1,8.75,5.45,2.44,0.63,0.07,39.2,20.2,11.9,460,109
9/20/2022 10:10:21 AM,5-4. Duck (Medium cup),,Normal,1110920-D2-2,,FoodScan 2,91880802,75.8,0.92,0.05,23.36,0.94,0.07,1.7,0.81,0.05,0.77,1.34,0.12,-1.11,0,1.06,1.29,0.05,-0.87,0.91,2.58,0.3,-0.75,-1.48,43.95,30.28,1,8.9,5.5,2.44,0.64,0.07,38.6,19.8,11.7,460,109
9/20/2022 10:10:44 AM,5-4. Duck (Medium cup),,Normal,1110920-D2-3,,FoodScan 2,91880802,75.82,0.92,0.05,23.28,0.94,0.07,1.71,0.82,0.05,0.79,1.35,0.12,-1.1,0,1.07,1.31,0.05,-0.86,0.81,2.59,0.29,-0.83,-1.49,44.71,30.99,1,9.03,5.59,2.46,0.64,0.07,38.1,19.8,11.6,459,108
9/20/2022 10:16:39 AM,5-4. Duck (Medium cup),,Normal,1110920-D3-1,,FoodScan 2,91880802,75.66,0.69,0.08,23.16,0.7,0.09,1.94,0.61,0.08,0.87,1.18,0.11,-1.08,0,1.21,1.01,0.01,-0.74,0.81,2.09,0.33,-0.84,-1.19,33.96,21.67,1,7.1,4.58,2.04,0.49,0.08,43.8,19.3,13.6,465,110
9/20/2022 10:17:06 AM,5-4. Duck (Medium cup),,Normal,1110920-D3-2,,FoodScan 2,91880802,75.67,0.69,0.08,23.16,0.7,0.09,1.94,0.61,0.08,0.87,1.18,0.11,-1.08,0,1.22,1.02,0.01,-0.73,0.77,2.09,0.33,-0.87,-1.2,34.12,21.86,1,7.08,4.55,2.05,0.49,0.08,44.1,19,13.3,466,110
9/20/2022 10:17:30 AM,5-4. Duck (Medium cup),,Normal,1110920-D3-3,,FoodScan 2,91880802,75.55,0.7,0.08,23.03,0.71,0.09,1.93,0.62,0.08,0.89,1.2,0.11,-1.08,0,1.21,1.03,0.01,-0.74,0.77,2.1,0.34,-0.87,-1.23,35.05,22.71,1,7.23,4.62,2.04,0.5,0.08,43.8,18.9,13.2,463,110
9/20/2022 10:23:25 AM,5-4. Duck (Medium cup),,Normal,1110920-E2-1,,FoodScan 2,91880802,74.25,1.12,0.1,23.47,1.15,0.11,1.88,1.01,0.09,0.96,1.51,0.16,-1.06,0,1.18,1.55,0.01,-0.77,0.68,2.94,0.29,-0.94,-1.03,32.31,20.81,0.99,6.81,4.53,3.01,0.75,0.13,44.5,19.3,14,468,111
9/20/2022 10:24:10 AM,5-4. Duck (Medium cup),,Normal,1110920-E2-2,,FoodScan 2,91880802,74.35,1.12,0.09,23.51,1.15,0.1,1.87,1.01,0.09,0.96,1.51,0.16,-1.06,0,1.21,1.56,0.01,-0.74,0.63,2.94,0.28,-0.98,-1.03,32.11,20.77,1,6.72,4.44,3,0.74,0.12,44,19.2,14,469,111
9/20/2022 10:24:35 AM,5-4. Duck (Medium cup),,Normal,1110920-E2-3,,FoodScan 2,91880802,74.28,1.13,0.09,23.38,1.16,0.1,1.91,1.02,0.09,0.95,1.53,0.16,-1.06,0,1.21,1.59,0.01,-0.73,0.63,2.96,0.26,-0.98,-1.07,33.47,22,1,6.94,4.53,2.95,0.76,0.12,43.6,19.2,14,468,111
9/20/2022 10:31:07 AM,5-4. Duck (Medium cup),,Normal,1110920-E3-1,,FoodScan 2,91880802,75.5,0.55,0.06,23.57,0.57,0.06,1.94,0.49,0.06,0.95,0.85,0.11,-1.06,0,1.26,0.71,0.01,-0.7,0.87,1.81,0.2,-0.79,-0.7,19.33,9.66,1,4.88,2.38,1.74,0.37,0.06,44.3,20.2,14.6,473,112
9/20/2022 10:31:31 AM,5-4. Duck (Medium cup),,Normal,1110920-E3-2,,FoodScan 2,91880802,75.49,0.55,0.06,23.65,0.57,0.06,1.94,0.49,0.06,0.97,0.85,0.11,-1.05,0,1.23,0.7,0.01,-0.72,0.92,1.81,0.2,-0.75,-0.67,18.97,9.45,1,4.79,2.35,1.92,0.37,0.07,43.9,20.2,14.7,474,112
9/20/2022 10:31:58 AM,5-4. Duck (Medium cup),,Normal,1110920-E3-3,,FoodScan 2,91880802,75.59,0.55,0.06,23.54,0.57,0.06,1.94,0.49,0.06,0.96,0.86,0.11,-1.06,0,1.22,0.72,0.01,-0.73,0.87,1.81,0.2,-0.78,-0.7,19.23,9.72,1,4.76,2.39,1.78,0.37,0.07,43.7,20.3,14.7,472,112
